date,start time,peak time,end time,Location,flare type,class,AR_Number,MWC,Z value,P value,C value,MC,Area,DSN,year
4/7/1989,1444,1446,1458,N24E,C,C3.5,5575,B,D,A,O,DAO,30,171,1989
4/8/1989,1735,1739,1852,S27E,C,C3.0,5622,B,B,X,O,BXO,70,293,1989
4/9/1989,1305,1306,1354,N23E,M,M2.0,5672,B,E,A,O,EAO,90,260,1989
4/11/1989,1502,1505,1518,N19W,C,C2.0,5770,B,E,A,O,EAO,90,297,1989
4/13/1989,2300,2300,2342,N13E,C,C5.8,5450,B,C,S,O,CSO,0,117,1989
4/16/1989,353,356,403,N10E,C,C2.9,5451,BG,E,K,I,EKI,0,166,1989
4/19/1989,32,36,45,N33E,C,C4.7,5456,B,D,K,C,DKC,80,204,1989
4/21/1989,1721,1722,1727,N14W,C,C3.3,5450,B,C,S,O,CSO,60,223,1989
4/22/1989,2334,2337,2349,N18W,C,C2.8,5453,B,D,S,O,DSO,0,213,1989
4/23/1989,47,55,59,N18W,C,C1.6,5453,B,E,A,I,EAI,90,163,1989
4/24/1989,622,624,635,N09W,C,C7.7,5451,BG,F,A,I,FAI,10,172,1989
4/27/1989,2339,2340,2352,S19W,C,C1.1,5460,B,E,A,O,EAO,30,150,1989
4/28/1989,1745,1746,1817,N13E,C,C2.8,5463,B,B,X,O,BXO,50,139,1989
5/1/1989,2124,2126,2141,S19W,C,C5.7,5301,B,C,S,O,CSO,40,202,1989
5/2/1989,451,501,508,N30E,C,C9.8,5354,B,D,K,I,DKI,60,161,1989
5/3/1989,123,130,202,S18W,C,C3.3,5379,A,A,X,X,AX,10,117,1989
5/5/1989,325,326,342,N29E,C,C3.8,5470,BG,E,K,I,EKI,60,120,1989
5/7/1989,933,937,942,N09E,C,C3.8,5576,B,E,A,O,EAO,40,144,1989
5/7/1989,27,30,36,N24E,C,C2.1,5575,B,D,A,O,DAO,20,144,1989
5/10/1989,608,609,624,S18W,C,C4.5,5712,B,E,H,O,EHO,10,278,1989
5/10/1989,846,846,853,N29E,C,C2.9,5721,BG,F,A,I,FAI,40,278,1989
5/11/1989,1633,1633,1639,N18E,C,C2.2,5783,B,D,A,O,DAO,90,314,1989
5/15/1989,531,536,611,S20W,C,C6.5,5481,B,D,A,O,DAO,10,209,1989
5/17/1989,908,918,926,S17E,C,C3.7,5491,B,B,X,O,BXO,40,227,1989
5/18/1989,1812,1813,1828,N18E,C,C3.1,5488,B,E,K,I,EKI,70,250,1989
5/18/1989,419,420,423,S17E,C,C1.6,5491,B,B,X,O,BXO,40,250,1989
5/20/1989,424,434,504,N22W,C,C3.3,5495,B,E,A,I,EAI,80,275,1989
5/30/1989,1350,1425,1503,S22E,C,C2.1,5515,B,C,A,O,CAO,40,172,1989
5/31/1989,407,409,435,S22E,C,C2.1,5511,B,D,A,O,DAO,80,157,1989
5/31/1989,718,723,736,N14E,C,C2.2,5516,B,C,A,O,CAO,70,157,1989
6/2/1989,2321,2323,2338,N19E,C,C5.2,5347,B,B,X,O,BXO,10,161,1989
6/8/1989,641,653,715,N09W,C,C4.0,5628,B,D,A,O,DAO,70,302,1989
6/9/1989,44,47,126,S17W,M,M1.3,5669,BG,F,K,C,FKC,0,293,1989
6/12/1989,1756,1813,1910,S12W,C,C3.4,5822,B,E,A,O,EAO,30,235,1989
6/19/1989,744,748,754,S17E,M,M3.1,5552,B,D,S,O,DSO,90,341,1989
6/20/1989,815,817,828,S18E,C,C6.1,5552,B,E,K,I,EKI,10,337,1989
6/21/1989,1125,1137,1332,N27E,M,M1.9,5555,B,D,A,I,DAI,30,271,1989
6/22/1989,630,631,636,S19E,C,C4.2,5556,B,D,A,O,DAO,50,252,1989
6/29/1989,2010,2021,2039,S18W,C,C2.7,5561,B,C,S,O,CSO,60,264,1989
6/30/1989,1302,1335,1348,N20W,C,C6.2,5569,BG,D,A,I,DAI,90,226,1989
7/4/1989,1309,1311,1350,S23E,C,C3.5,5434,B,B,X,O,BXO,20,216,1989
7/4/1989,1949,1950,1952,S16E,C,C4.7,5446,B,C,A,O,CAO,50,216,1989
7/5/1989,2010,2011,2033,N29W,C,C6.6,5470,BG,E,K,I,EKI,10,189,1989
7/5/1989,2216,2225,2317,S21W,C,C4.3,5480,B,C,R,O,CRO,40,189,1989
7/7/1989,1938,1939,2007,N24E,C,C2.0,5575,B,D,A,O,DAO,30,212,1989
7/7/1989,2337,2341,2414,S10E,C,C1.3,5579,B,F,A,O,FAO,40,212,1989
7/9/1989,601,602,609,N27E,C,C7.3,5676,B,E,S,O,ESO,10,340,1989
7/20/1989,1642,1656,1740,N27E,C,C2.6,5601,B,C,A,O,CAO,80,212,1989
7/22/1989,435,436,452,N19W,C,C1.5,5596,B,C,S,O,CSO,60,280,1989
7/23/1989,1518,1521,1528,S18E,C,C1.5,5608,B,D,A,O,DAO,80,277,1989
7/29/1989,2037,2037,2043,S02E,C,C1.8,5615,B,B,X,O,BXO,20,159,1989
8/4/1989,1613,1627,1712,N18W,C,C2.5,5427,B,C,A,O,CAO,70,236,1989
8/7/1989,2157,2159,2212,S10E,C,C1.2,5579,B,E,S,O,ESO,10,200,1989
8/8/1989,427,430,445,S17E,C,C2.2,5629,BG,E,K,O,EKO,60,299,1989
8/15/1989,2341,2341,2344,N15E,M,M1.1,5643,BD,E,K,C,EKC,80,279,1989
8/16/1989,2114,2132,2159,N27W,C,C6.0,5639,B,C,S,O,CSO,60,243,1989
8/19/1989,245,251,336,N16W,C,C8.6,5643,B,E,K,I,EKI,0,277,1989
9/15/1989,43,46,53,N26E,C,C4.3,5694,B,D,A,I,DAI,30,264,1989
9/16/1989,751,751,801,N17W,C,C3.4,5686,B,D,K,O,DKO,90,229,1989
9/18/1989,430,434,447,S26E,C,C9.6,5698,B,E,K,I,EKI,10,197,1989
9/28/1989,332,336,347,S21E,C,C4.6,5712,B,C,A,O,CAO,0,141,1989
9/30/1989,239,254,402,S18E,M,M2.9,5712,BG,F,K,O,FKO,90,191,1989
10/1/1989,26,28,130,S32E,M,M3.0,5312,BG,F,K,C,FKC,90,248,1989
10/3/1989,1844,1851,2001,S17E,C,C5.0,5398,B,D,A,O,DAO,60,211,1989
10/6/1989,1207,1207,1217,S21W,M,M1.2,5521,B,E,K,I,EKI,30,279,1989
10/9/1989,1,14,20,N25W,C,C6.7,5672,B,D,K,I,DKI,90,344,1989
10/14/1989,836,837,844,S16E,C,C4.9,5740,B,E,K,O,EKO,30,212,1989
10/16/1989,415,417,423,N13W,C,C3.1,5736,B,E,A,O,EAO,30,278,1989
10/16/1989,508,508,522,S16E,C,C2.0,5740,B,E,A,O,EAO,0,278,1989
10/16/1989,1300,1300,1303,S26E,C,C4.3,5747,B,D,K,I,DKI,0,278,1989
10/20/1989,1755,1803,1851,S15W,C,C3.7,5755,B,B,X,O,BXO,10,186,1989
10/21/1989,554,555,602,S19E,C,C2.8,5754,B,D,S,O,DSO,70,202,1989
11/1/1989,2129,2131,2150,N28E,C,C5.3,5318,B,C,A,O,CAO,50,275,1989
11/2/1989,1139,1223,1338,N22E,M,M2.9,5355,B,D,A,O,DAO,70,240,1989
11/5/1989,2316,2317,2337,S24E,C,C2.1,5482,B,B,X,O,BXO,10,169,1989
11/5/1989,729,755,851,S30W,C,C8.2,5476,B,E,K,I,EKI,30,169,1989
11/14/1989,2138,2142,2318,N18W,M,M1.2,5783,B,F,K,C,FKC,10,193,1989
11/18/1989,148,148,154,N12W,C,C5.1,5786,BD,D,H,O,DHO,80,184,1989
11/20/1989,35,38,101,S25W,M,M2.1,5793,BG,E,K,C,EKC,90,194,1989
11/26/1989,845,846,906,N18E,C,C5.3,5806,B,C,K,O,CKO,80,253,1989
11/27/1989,2019,2020,2027,S05W,C,C2.3,5808,B,E,K,I,EKI,20,252,1989
11/30/1989,217,218,225,N25W,C,C4.5,5800,B,E,K,O,EKO,40,250,1989
12/1/1989,2029,2029,2218,N20E,M,M4.7,5317,B,D,A,O,DAO,90,298,1989
12/2/1989,357,359,404,N31W,C,C2.2,5354,BG,F,K,I,FKI,10,273,1989
12/7/1989,357,402,423,S10W,C,C3.1,5579,B,E,A,O,EAO,60,158,1989
12/10/1989,721,721,734,S12W,C,C1.8,5726,A,A,X,X,AX,10,205,1989
12/11/1989,804,811,826,N12E,C,C5.0,5786,B,F,A,I,FAI,0,238,1989
12/16/1989,2057,2100,2123,N21E,C,C2.8,5837,B,D,S,O,DSO,10,129,1989
12/16/1989,1404,1405,1418,N12E,C,C1.1,5836,B,E,H,I,EHI,20,129,1989
12/17/1989,1130,1152,1220,N19E,C,C3.5,5846,B,D,S,O,DSO,90,153,1989
12/19/1989,302,302,313,S09W,C,C3.2,5844,B,D,A,I,DAI,40,167,1989
12/23/1989,1805,1812,1915,S10E,C,C5.3,5853,B,C,A,O,CAO,10,257,1989
12/24/1989,325,326,337,S11E,C,C6.1,5853,B,F,A,O,FAO,80,244,1989
12/24/1989,1321,1336,1440,S30W,M,M1.3,5850,B,C,A,O,CAO,30,244,1989
12/26/1989,150,152,203,S25E,C,C5.5,5852,BG,E,K,I,EKI,30,282,1989
12/28/1989,727,727,745,S18E,C,C9.2,5858,B,D,A,O,DAO,70,318,1989
12/28/1989,131,134,145,S09E,C,C6.2,5853,B,D,K,O,DKO,0,318,1989
1/6/1990,1622,1638,1657,S11W,B,B6.6,6078,B,D,A,O,DAO,10,140,1990
1/7/1990,35,37,140,S27E,C,C5.0,6132,B,D,A,I,DAI,50,348,1990
1/8/1990,1853,1855,1900,N09W,C,C3.3,6171,B,B,X,O,BXO,30,184,1990
1/11/1990,1612,1701,1712,S06E,C,C1.2,6345,B,E,K,O,EKO,70,105,1990
1/12/1990,1741,1742,1752,N35E,C,C1.5,6390,B,D,S,O,DSO,0,193,1990
1/13/1990,1827,1829,1840,S13W,C,C1.8,5870,B,D,A,O,DAO,80,230,1990
1/13/1990,56,57,100,N21E,C,C1.2,5882,B,D,A,O,DAO,10,230,1990
1/14/1990,51,52,56,S12W,C,C1.3,5870,B,D,A,O,DAO,90,189,1990
1/15/1990,647,651,713,N20E,C,C7.5,5882,B,E,A,I,EAI,90,201,1990
1/17/1990,1003,1009,1019,N21E,C,C1.9,5882,B,E,A,I,EAI,0,210,1990
1/19/1990,845,846,917,S12E,C,C5.6,5890,B,E,K,I,EKI,10,255,1990
1/20/1990,331,333,341,S10E,C,C4.0,5897,B,D,A,O,DAO,80,303,1990
1/26/1990,1616,1618,1630,N23E,C,C3.3,5909,B,D,R,O,DRO,10,260,1990
1/28/1990,2218,2218,2235,S27W,C,C2.2,5892,B,C,S,O,CSO,20,248,1990
1/29/1990,45,47,52,N15E,C,C5.9,5913,B,C,A,O,CAO,10,237,1990
1/31/1990,1053,1141,1215,N08E,C,C4.6,5919,B,B,X,O,BXO,30,258,1990
2/3/1990,1431,1431,1530,S20E,C,C2.8,5958,B,C,S,O,CSO,40,234,1990
2/3/1990,120,122,220,N30E,M,M1.2,5961,B,D,A,O,DAO,30,234,1990
2/4/1990,441,443,450,S11W,C,C1.5,5996,B,C,S,O,CSO,60,154,1990
2/13/1990,1513,1529,1535,N11W,C,C1.0,5930,B,C,A,O,CAO,30,112,1990
2/14/1990,1250,1253,1254,N12W,C,C5.5,5930,B,C,A,O,CAO,90,99,1990
2/15/1990,1322,1358,1430,N12W,C,C1.9,5930,B,D,S,O,DSO,70,103,1990
2/17/1990,1826,1828,1843,N20W,C,C1.4,5927,B,C,H,O,CHO,20,71,1990
2/19/1990,728,733,833,S14W,C,C3.7,5937,A,A,X,X,AX,10,141,1990
2/25/1990,1928,1930,1939,S23E,C,C1.3,5957,B,B,X,O,BXO,20,322,1990
2/26/1990,424,431,438,S16W,C,C4.1,5947,B,D,K,C,DKC,80,308,1990
3/1/1990,1523,1529,1619,S23W,C,C3.0,5867,B,B,X,O,BXO,10,213,1990
3/6/1990,609,612,644,N15W,C,C1.9,6080,B,D,S,O,DSO,60,106,1990
3/8/1990,1132,1135,1148,S25W,C,C2.0,6172,B,E,K,O,EKO,40,190,1990
3/10/1990,142,207,218,S05W,C,C3.9,6294,B,D,K,I,DKI,20,192,1990
3/14/1990,522,533,550,S33E,C,C7.3,5974,B,D,A,O,DAO,90,123,1990
3/16/1990,338,339,342,S34E,C,C2.1,5974,B,E,A,O,EAO,40,176,1990
3/21/1990,447,448,451,S34W,C,C4.1,5974,BG,F,K,I,FKI,40,288,1990
3/21/1990,225,304,342,S13E,C,C6.6,5984,B,C,R,O,CRO,10,288,1990
3/22/1990,323,323,333,S33E,C,C4.4,5983,B,F,A,I,FAI,0,267,1990
3/23/1990,613,622,652,S34W,C,C8.2,5974,BG,F,K,I,FKI,10,282,1990
3/25/1990,1355,1402,1415,S05E,C,C2.7,5988,BD,E,K,O,EKO,80,279,1990
3/26/1990,341,343,407,S13W,M,M3.5,5984,BG,E,K,I,EKI,10,257,1990
3/28/1990,453,453,503,S13W,C,C2.8,5984,B,E,K,I,EKI,50,176,1990
3/28/1990,9,10,21,S05W,C,C2.8,5988,B,E,K,O,EKO,70,176,1990
4/2/1990,1215,1232,1431,N14W,C,C3.0,5920,B,D,A,O,DAO,70,149,1990
4/4/1990,2043,2043,2051,S15W,C,C1.6,5998,B,D,S,O,DSO,40,172,1990
4/5/1990,903,906,928,N17E,C,C1.3,6049,B,E,S,O,ESO,70,114,1990
4/12/1990,158,202,246,N08E,M,M6.6,6397,B,D,K,O,DKO,20,283,1990
4/14/1990,353,353,408,S32E,M,M1.3,6018,B,C,A,I,CAI,70,192,1990
4/14/1990,1027,1036,1114,N28E,C,C5.4,6022,B,E,K,I,EKI,80,192,1990
4/15/1990,255,255,345,N32E,X,X1.4,6022,BG,E,K,I,EKI,20,231,1990
4/15/1990,1147,1151,1213,S15E,M,M1.0,6021,B,F,A,I,FAI,30,231,1990
4/18/1990,332,401,501,S32W,M,M1.5,6018,B,D,A,I,DAI,20,275,1990
4/20/1990,55,101,110,S12W,C,C2.8,6021,B,F,A,I,FAI,30,279,1990
4/21/1990,644,649,811,S14W,M,M2.3,6021,BG,D,S,I,DSI,60,287,1990
4/22/1990,920,932,956,N25E,C,C4.0,6029,A,A,X,X,AX,10,280,1990
4/22/1990,252,257,321,S32W,C,C5.3,6018,BG,E,A,O,EAO,50,280,1990
4/23/1990,2236,2238,2250,S19W,C,C2.2,6031,B,C,K,I,CKI,60,235,1990
4/25/1990,1312,1314,1403,N12W,C,C1.9,6033,B,B,X,O,BXO,10,216,1990
4/25/1990,645,652,658,S13W,C,C1.8,6021,B,D,A,O,DAO,20,216,1990
4/30/1990,1038,1055,1118,N16W,C,C1.9,6038,B,D,A,O,DAO,0,154,1990
5/2/1990,750,757,822,N14W,C,C1.3,5920,B,D,A,O,DAO,40,128,1990
5/4/1990,58,101,120,N21E,C,C5.0,6001,B,E,K,I,EKI,10,179,1990
5/4/1990,728,729,735,N31W,C,C1.0,6006,B,D,S,I,DSI,50,179,1990
5/9/1990,426,440,531,N14W,M,M2.7,6233,B,C,S,O,CSO,80,159,1990
5/9/1990,1540,1541,1552,S15E,C,C3.1,6246,B,D,A,O,DAO,60,159,1990
5/10/1990,1717,1717,1722,N12E,C,C1.6,6300,B,D,A,O,DAO,40,168,1990
5/11/1990,1321,1321,1328,S29E,C,C1.5,6364,B,B,X,O,BXO,90,210,1990
5/12/1990,53,55,104,N10E,C,C1.9,6397,B,E,A,O,EAO,90,254,1990
5/15/1990,257,257,307,N32E,C,C8.0,6063,BG,E,K,I,EKI,40,191,1990
5/20/1990,2332,2355,2451,N34W,M,M1.6,6063,BG,E,K,I,EKI,50,248,1990
5/20/1990,115,118,145,S16W,C,C7.4,6064,BG,F,K,C,FKC,50,248,1990
5/21/1990,505,509,535,S16W,M,M1.0,6064,B,F,K,I,FKI,80,256,1990
5/24/1990,806,850,929,N34W,C,C1.0,6063,BD,D,K,I,DKI,0,209,1990
5/25/1990,2106,2106,2151,S11W,C,C8.0,6071,B,D,A,O,DAO,20,194,1990
5/30/1990,1339,1341,1346,N20E,C,C1.1,6077,B,E,A,I,EAI,70,119,1990
5/31/1990,303,309,319,N20W,C,C1.7,6077,B,E,A,O,EAO,40,134,1990
6/2/1990,1122,1124,1251,N24W,C,C2.8,5914,B,C,S,O,CSO,70,105,1990
6/2/1990,700,701,714,N14W,C,C5.4,5920,B,D,A,O,DAO,0,105,1990
6/3/1990,1056,1125,1135,S10E,C,C1.7,5965,B,D,K,O,DKO,90,142,1990
6/7/1990,423,434,455,S15W,C,C2.9,6137,B,C,A,O,CAO,0,238,1990
6/10/1990,1658,1720,1802,N11E,C,C2.3,6300,B,C,A,O,CAO,10,170,1990
6/12/1990,628,630,643,N10E,C,C4.5,6397,B,E,S,I,ESI,40,257,1990
6/13/1990,33,38,124,N10W,M,M1.1,6089,BG,E,A,I,EAI,50,177,1990
6/14/1990,1205,1224,1249,S31E,C,C4.2,6106,B,D,A,O,DAO,0,172,1990
6/14/1990,2355,2357,2402,N11W,C,C1.1,6089,BG,D,A,O,DAO,80,172,1990
6/14/1990,1816,1835,1950,N07E,C,C3.8,6105,B,C,S,O,CSO,70,172,1990
6/19/1990,1556,1557,1619,S30W,C,C1.6,6106,B,E,A,O,EAO,60,115,1990
6/25/1990,116,118,146,S23E,M,M1.1,6122,BG,F,K,O,FKO,20,137,1990
6/27/1990,1648,1651,1719,N23W,C,C9.2,6130,B,B,X,O,BXO,10,204,1990
6/28/1990,3,54,118,S22E,C,C5.2,6122,B,F,K,O,FKO,50,268,1990
7/3/1990,519,523,535,S12W,C,C2.2,5963,B,D,A,O,DAO,80,144,1990
7/3/1990,939,944,956,N29E,C,C2.4,5964,B,C,A,O,CAO,30,144,1990
7/3/1990,155,157,205,N31W,B,B9.7,5961,B,D,A,O,DAO,40,144,1990
7/7/1990,1709,1713,1721,S14W,C,C2.1,6137,B,D,A,I,DAI,70,221,1990
7/7/1990,959,1021,1111,N21W,C,C4.6,6138,B,D,K,O,DKO,50,221,1990
7/8/1990,1,3,9,S17W,C,C2.4,6192,B,D,A,O,DAO,10,151,1990
7/12/1990,929,939,949,S26W,C,C2.8,6387,B,D,K,O,DKO,90,277,1990
7/12/1990,21,24,31,N17E,C,C2.8,6395,B,F,A,I,FAI,80,277,1990
7/14/1990,1218,1221,1234,N15W,C,C1.4,6153,B,C,A,O,CAO,70,151,1990
7/15/1990,113,118,132,N15W,B,B9.1,6153,B,D,S,O,DSO,20,125,1990
7/23/1990,3,4,7,N11E,C,C7.1,6171,B,C,S,O,CSO,60,211,1990
7/23/1990,1920,1921,1940,N11E,C,C3.3,6162,B,F,K,I,FKI,90,211,1990
7/24/1990,620,621,642,N11E,C,C2.7,6171,B,B,X,O,BXO,40,257,1990
7/28/1990,238,245,258,N10W,C,C2.4,6162,B,F,K,O,FKO,30,211,1990
7/31/1990,1930,1948,2025,S24W,C,C2.3,6172,B,E,A,O,EAO,30,182,1990
8/3/1990,3,5,30,N29W,C,C4.6,5964,B,E,A,O,EAO,90,120,1990
8/3/1990,32,35,40,S13W,C,C6.2,5963,B,D,A,I,DAI,0,120,1990
8/8/1990,559,702,757,N14E,C,C1.4,6197,B,B,X,O,BXO,90,171,1990
8/11/1990,545,547,555,N17W,C,C3.8,6355,B,D,A,I,DAI,0,283,1990
8/16/1990,1410,1421,1424,N02W,C,C1.9,6208,B,C,S,O,CSO,40,292,1990
8/16/1990,146,146,156,S17E,C,C2.4,6206,B,C,A,O,CAO,30,292,1990
8/19/1990,150,152,206,S22E,C,C5.5,6226,B,D,A,O,DAO,10,365,1990
8/20/1990,1115,1138,1201,S23E,C,C7.5,6226,B,E,K,I,EKI,10,371,1990
8/21/1990,429,432,452,S22E,C,C9.5,6226,B,E,A,O,EAO,50,350,1990
8/22/1990,755,757,803,S22E,C,C6.1,6226,B,E,K,C,EKC,0,330,1990
8/25/1990,1553,1555,1605,S23W,C,C3.1,6226,G,E,K,C,EKC,40,331,1990
8/25/1990,1955,2009,2113,S23E,C,C6.0,6227,B,B,X,O,BXO,30,331,1990
8/29/1990,1816,1819,1825,S13E,C,C2.2,6238,B,C,H,O,CHO,70,234,1990
9/11/1990,154,156,202,S17W,C,C1.4,6347,B,C,S,O,CSO,10,256,1990
9/12/1990,311,315,326,N13W,C,C4.9,6398,B,E,A,O,EAO,40,267,1990
9/12/1990,921,926,1003,N09W,M,M1.0,6397,B,D,K,I,DKI,90,267,1990
9/15/1990,744,751,916,S11E,C,C6.9,6257,B,C,S,O,CSO,10,219,1990
9/18/1990,2209,2220,2243,S08E,C,C2.6,6279,B,D,A,O,DAO,50,184,1990
9/20/1990,742,744,750,N13W,C,C1.8,6263,B,C,S,O,CSO,30,196,1990
9/21/1990,1255,1256,1307,N13E,C,C2.1,6280,B,D,H,O,DHO,60,202,1990
9/22/1990,306,319,357,S27W,M,M1.1,6266,B,C,S,O,CSO,20,190,1990
9/24/1990,126,127,135,S07E,C,C2.8,6283,B,E,K,O,EKO,0,136,1990
9/28/1990,1410,1411,1417,S14W,C,C1.4,6287,B,C,R,O,CRO,30,153,1990
10/7/1990,1846,1906,1927,N07E,C,C1.7,6150,A,A,X,X,AX,20,113,1990
10/8/1990,702,705,721,S18E,C,C3.0,6205,A,A,X,X,AX,10,201,1990
10/10/1990,28,29,33,S08E,C,C1.2,6308,B,C,A,O,CAO,60,210,1990
10/10/1990,104,119,139,S17E,C,C7.9,6314,B,E,K,O,EKO,80,210,1990
10/11/1990,923,936,1000,S30E,C,C2.7,6364,B,E,A,O,EAO,30,222,1990
10/12/1990,1445,1446,1532,N21W,C,C2.5,6399,B,C,R,O,CRO,30,266,1990
10/12/1990,1515,1521,1536,N09W,C,C3.7,6397,B,E,K,O,EKO,50,266,1990
10/13/1990,1944,1945,1959,S07E,C,C4.0,6322,B,C,A,O,CAO,50,293,1990
10/14/1990,25,26,40,S07E,C,C2.0,6322,B,C,A,O,CAO,0,277,1990
10/16/1990,347,348,359,S06E,C,C3.7,6322,B,D,K,O,DKO,80,263,1990
10/17/1990,602,613,624,N10W,C,C2.7,6312,B,D,A,I,DAI,20,257,1990
10/22/1990,351,353,411,N19E,C,C1.9,6327,B,F,S,O,FSO,20,192,1990
10/22/1990,704,706,714,S08W,M,M2.9,6322,B,F,S,O,FSO,40,192,1990
10/26/1990,1650,1653,1701,S14E,C,C1.0,6337,B,E,K,O,EKO,30,140,1990
10/27/1990,341,341,359,N18W,C,C1.4,6331,B,F,A,O,FAO,20,152,1990
11/4/1990,1550,1555,1616,N22E,C,C2.1,6017,B,D,A,O,DAO,40,119,1990
11/8/1990,2207,2211,2216,N12E,C,C1.4,6199,B,D,A,O,DAO,30,203,1990
11/10/1990,514,514,521,N09E,C,C1.4,6312,B,E,A,O,EAO,20,267,1990
11/11/1990,45,48,52,N10E,C,C1.3,6361,BG,F,A,O,FAO,50,227,1990
11/12/1990,708,710,730,N20W,C,C5.1,6395,B,D,A,O,DAO,20,239,1990
11/14/1990,2050,2055,2120,N15W,C,C2.0,6358,B,D,K,O,DKO,80,162,1990
11/14/1990,549,556,559,N18E,C,C1.7,6368,B,F,K,I,FKI,80,162,1990
11/17/1990,1309,1312,1333,N08W,C,C8.5,6361,B,C,A,O,CAO,90,150,1990
11/21/1990,1215,1221,1224,S17W,C,C1.7,6376,B,D,S,O,DSO,70,139,1990
11/21/1990,244,254,342,N18W,C,C2.9,6368,B,F,K,O,FKO,20,139,1990
11/24/1990,221,243,321,S05E,C,C8.5,6377,B,D,A,O,DAO,40,161,1990
11/25/1990,200,215,235,S04W,C,C3.3,6377,B,E,A,O,EAO,90,150,1990
11/26/1990,117,125,139,N18W,C,C6.3,6368,B,D,K,O,DKO,50,159,1990
12/5/1990,434,440,454,N32E,C,C5.9,6063,B,E,H,I,EHI,60,194,1990
12/6/1990,2307,2323,2338,S13E,C,C2.7,6100,B,C,H,O,CHO,70,167,1990
12/10/1990,650,653,702,N12E,C,C1.3,6309,B,C,H,O,CHO,70,263,1990
12/10/1990,840,841,855,S25W,C,C1.5,6306,B,C,S,O,CSO,20,263,1990
12/12/1990,1821,1822,1825,N05E,C,C5.2,6410,B,D,K,I,DKI,20,210,1990
12/13/1990,408,412,425,N22W,C,C6.6,6399,B,D,A,O,DAO,20,178,1990
12/13/1990,8,11,22,N18E,C,C3.6,6412,B,F,K,O,FKO,20,178,1990
12/14/1990,146,206,227,N18E,C,C3.1,6412,B,F,K,O,FKO,40,144,1990
12/15/1990,1205,1213,1258,N04E,C,C4.3,6410,B,E,K,O,EKO,30,134,1990
12/17/1990,2231,2233,2249,N04W,C,C1.8,6410,B,E,K,O,EKO,70,170,1990
12/20/1990,1206,1210,1319,N17W,C,C3.1,6412,B,F,K,I,FKI,40,173,1990
12/21/1990,150,157,200,N17W,C,C5.5,6412,BG,F,K,O,FKO,80,178,1990
12/22/1990,221,221,240,N17W,C,C5.7,6412,BG,F,K,I,FKI,80,150,1990
12/22/1990,2312,2314,2332,N13W,M,M4.3,6415,B,E,K,O,EKO,90,150,1990
12/24/1990,56,101,131,S25E,M,M1.0,6420,B,E,A,O,EAO,60,144,1990
12/24/1990,558,611,640,N17E,C,C7.5,6418,B,D,A,O,DAO,30,144,1990
12/29/1990,944,1009,1117,S11E,C,C3.6,6427,B,C,S,O,CSO,50,166,1990
12/30/1990,921,923,956,S11W,C,C2.0,6424,B,E,K,I,EKI,10,156,1990
12/31/1990,221,222,237,S24E,C,C2.0,6429,B,B,X,O,BXO,20,164,1990
1/1/1991,1249,1252,1348,N13E,C,C5.0,6431,B,C,S,O,CSO,90,198,1991
1/5/1991,510,514,535,N08E,C,C1.6,6605,B,E,K,O,EKO,0,128,1991
1/9/1991,904,915,921,S13W,C,C2.0,6808,A,A,X,X,AX,10,229,1991
1/9/1991,20,30,37,S20E,C,C1.8,6811,BG,F,K,O,FKO,90,229,1991
1/10/1991,117,119,130,S11E,C,C3.6,6850,BG,F,K,I,FKI,50,212,1991
1/11/1991,227,255,340,N06W,C,C3.6,6904,B,B,X,O,BXO,30,292,1991
1/11/1991,43,57,128,N17W,C,C8.5,6893,B,E,K,O,EKO,60,292,1991
1/15/1991,818,820,908,S07E,C,C2.6,6447,B,F,K,O,FKO,0,163,1991
1/15/1991,1422,1424,1445,N27E,C,C1.5,6454,B,B,X,O,BXO,30,163,1991
1/17/1991,1457,1502,1525,S13W,M,M6.9,6455,B,C,A,I,CAI,70,220,1991
1/17/1991,2116,2118,2125,S07W,C,C2.0,6447,B,D,K,O,DKO,40,220,1991
1/18/1991,1300,1306,1320,N14W,C,C7.7,6444,B,F,K,O,FKO,60,181,1991
1/19/1991,920,922,954,N28W,C,C2.4,6454,B,C,R,O,CRO,10,170,1991
1/22/1991,744,746,759,S19E,C,C5.3,6462,B,D,K,O,DKO,40,151,1991
1/24/1991,1224,1226,1240,S09E,C,C4.5,6466,BD,E,K,I,EKI,50,193,1991
1/28/1991,130,142,358,S09W,M,M1.7,6466,BD,E,K,C,EKC,60,338,1991
1/29/1991,1558,1610,1632,N19E,C,C6.8,6476,B,E,K,O,EKO,0,354,1991
1/29/1991,1347,1348,1401,N08W,C,C6.1,6465,B,D,A,O,DAO,80,354,1991
2/2/1991,815,824,834,S18W,M,M1.1,6462,B,F,K,O,FKO,10,300,1991
2/9/1991,1618,1624,1637,N12W,C,C2.3,6812,B,D,A,O,DAO,50,217,1991
2/13/1991,1459,1508,1523,S11W,C,C2.8,6492,B,C,A,O,CAO,20,238,1991
2/14/1991,1833,1837,1933,N28E,C,C2.4,6496,B,C,S,O,CSO,60,234,1991
2/15/1991,1736,1739,1750,S06E,C,C2.3,6500,B,B,X,O,BXO,10,248,1991
2/15/1991,531,540,603,N12W,C,C4.7,6484,B,D,A,O,DAO,10,248,1991
2/16/1991,955,1002,1009,S16E,C,C6.4,6504,B,D,A,O,DAO,40,228,1991
