date,start time,peak time,end time,Location,flare type,class,AR_Number,MWC,Z value,P value,C value,MC,Area,DSN,year
10/10/2001,1920,1930,1938,N22E,C,C2.2,9657,A,H,S,X,HSX,20,151,2001
10/17/2001,1613,1621,1634,N06W,C,C3.9,9659,B,B,X,O,BXO,20,195,2001
10/19/2001,935,943,955,S14W,M,M5.7,9658,BG,F,A,O,FAO,70,221,2001
10/19/2001,252,258,303,N16E,M,M1.4,9671,BG,D,A,I,DAI,90,221,2001
10/21/2001,1311,1326,1331,S19E,C,C2.5,9670,B,F,K,O,FKO,20,238,2001
10/22/2001,344,359,423,N14W,C,C6.8,9669,B,E,A,I,EAI,60,209,2001
10/22/2001,1136,1141,1145,S18E,C,C5.6,9672,B,D,K,O,DKO,10,209,2001
10/25/2001,1220,1237,1250,N14W,C,C4.3,9669,B,C,S,O,CSO,50,233,2001
10/26/2001,137,145,204,N08E,C,C4.5,9678,BG,E,K,C,EKC,20,238,2001
10/31/2001,734,809,819,N11E,M,M3.2,9682,BG,E,K,C,EKC,30,144,2001
11/4/2001,1256,1326,1349,S22W,M,M2.3,9415,BG,E,K,I,EKI,60,173,2001
11/6/2001,1436,1446,1453,N19W,C,C2.0,9489,BG,E,A,I,EAI,0,262,2001
11/8/2001,28,33,36,S04E,B,B8.1,9574,B,D,K,I,DKI,40,170,2001
11/8/2001,39,43,47,N18W,C,C1.6,9566,BG,D,A,O,DAO,90,170,2001
11/9/2001,2025,2036,2043,S12E,M,M4.5,9616,A,H,A,X,HAX,40,199,2001
11/11/2001,1407,1410,1412,S20W,C,C3.1,9687,B,B,X,O,BXO,20,240,2001
11/13/2001,622,626,628,S17W,M,M1.5,9690,BG,F,K,C,FKC,10,196,2001
11/19/2001,648,701,713,S18E,C,C4.5,9704,BG,D,K,I,DKI,50,134,2001
11/27/2001,1543,1552,1604,N05E,C,C6.9,9715,BG,E,K,I,EKI,30,126,2001
11/28/2001,123,127,131,N04E,C,C3.1,9715,BG,E,K,I,EKI,0,177,2001
12/3/2001,232,242,249,S12E,C,C3.1,9376,B,E,S,O,ESO,50,139,2001
12/3/2001,2,10,22,S08E,C,C2.0,9373,B,E,A,C,EAC,10,139,2001
12/6/2001,1658,1704,1710,S07W,C,C2.9,9494,BG,E,A,I,EAI,40,259,2001
12/7/2001,2243,2247,2252,S19E,B,B6.9,9539,B,C,A,O,CAO,30,135,2001
12/8/2001,438,441,444,S04W,C,C1.1,9574,BG,D,K,I,DKI,30,170,2001
12/12/2001,5,11,21,S10W,C,C3.7,9736,B,D,S,O,DSO,50,189,2001
12/12/2001,1224,1228,1231,N14E,C,C4.8,9733,BG,E,K,I,EKI,50,189,2001
12/19/2001,1354,1357,1359,S14W,C,C1.6,9739,B,E,S,O,ESO,0,160,2001
12/24/2001,259,304,310,N11W,C,C3.3,9742,BG,F,K,C,FKC,60,253,2001
12/25/2001,1130,1205,1245,N11W,C,C5.4,9742,BG,F,K,C,FKC,50,231,2001
1/3/2002,526,531,534,S20W,C,C7.2,9848,B,C,A,O,CAO,20,163,2002
1/5/2002,404,419,432,S28E,C,C2.1,9932,A,A,X,X,AXX,20,158,2002
1/7/2002,904,912,918,S19W,C,C1.6,10017,B,D,A,I,DAI,50,94,2002
1/12/2002,1235,1238,1240,N10E,C,C1.0,10208,B,D,A,O,DAO,50,121,2002
1/13/2002,534,538,542,N30E,C,C3.5,9779,B,C,S,O,CSO,70,201,2002
1/17/2002,1208,1215,1218,S11E,C,C2.4,9783,B,C,A,O,CAO,10,120,2002
1/19/2002,47,54,101,S08E,C,C4.0,9787,B,C,K,O,CKO,60,160,2002
1/25/2002,218,225,239,N13E,C,C6.6,9794,B,D,A,O,DAO,20,157,2002
1/31/2002,1007,1012,1017,S16E,C,C3.3,9802,BG,E,K,C,EKC,50,181,2002
2/1/2002,338,341,347,S06W,C,C4.6,9754,B,D,A,I,DAI,20,218,2002
2/4/2002,1026,1038,1049,N01E,C,C2.2,9887,BG,E,K,I,EKI,60,201,2002
2/5/2002,2106,2134,2153,N14W,C,C6.3,9926,BG,D,A,O,DAO,90,177,2002
2/6/2002,2033,2044,2058,S30E,M,M1.1,9979,B,D,R,O,DRO,60,188,2002
2/10/2002,654,656,658,S18E,B,B9.2,10137,B,D,A,I,DAI,40,109,2002
2/12/2002,2028,2033,2037,S19E,C,C1.8,10207,B,E,A,O,EAO,60,110,2002
2/12/2002,152,156,204,N10E,C,C2.4,10208,BG,D,A,I,DAI,50,110,2002
2/13/2002,936,948,953,N17E,C,C3.2,9822,B,E,A,O,EAO,40,165,2002
2/20/2002,244,251,256,N15W,M,M4.2,9825,BG,D,A,O,DAO,10,151,2002
2/24/2002,433,438,442,S19W,C,C1.3,9830,BG,F,K,C,FKC,10,157,2002
2/24/2002,618,622,626,N23E,C,C2.2,9844,B,D,A,O,DAO,30,157,2002
2/25/2002,934,937,943,S04W,C,C2.2,9846,B,D,A,O,DAO,50,192,2002
2/28/2002,922,927,932,S21E,C,C4.0,9848,BG,D,A,I,DAI,60,154,2002
3/1/2002,840,846,853,N14W,C,C2.1,9764,B,D,A,O,DAO,10,220,2002
3/2/2002,545,553,555,S27E,C,C4.7,9807,B,E,A,O,EAO,30,252,2002
3/5/2002,1802,1809,1817,S17E,C,C3.9,9934,BG,E,A,O,EAO,40,231,2002
3/8/2002,915,919,926,S08W,C,C2.7,10050,BG,F,H,O,FHO,40,183,2002
3/9/2002,1115,1128,1138,N13E,C,C1.4,10097,B,D,A,O,DAO,80,252,2002
3/10/2002,215,221,226,S19E,M,M2.1,10137,BG,D,K,I,DKI,50,104,2002
3/11/2002,551,610,627,N15E,C,C6.3,10177,BG,E,K,I,EKI,90,190,2002
3/13/2002,548,551,558,S12E,C,C1.0,9866,BG,F,K,I,FKI,40,138,2002
3/16/2002,1120,1124,1127,S20E,C,C2.9,9871,B,E,S,O,ESO,80,141,2002
3/17/2002,1433,1439,1445,S09W,C,C1.3,9866,BG,E,S,I,ESI,10,132,2002
3/18/2002,1620,1625,1628,S19E,C,C3.5,9871,B,E,A,O,EAO,0,138,2002
3/23/2002,313,330,428,N08E,C,C2.1,9878,B,F,A,O,FAO,80,158,2002
3/24/2002,2032,2036,2038,S04W,C,C4.5,9881,B,B,X,O,BXO,10,166,2002
3/26/2002,1512,1521,1533,N08E,C,C3.0,9878,BG,E,S,I,ESI,90,151,2002
3/29/2002,1239,1251,1304,S19E,C,C6.5,9884,B,D,S,O,DSO,90,170,2002
3/30/2002,848,852,855,N11E,C,C1.9,9885,BG,E,K,I,EKI,10,166,2002
3/31/2002,1005,1010,1015,N10E,C,C2.9,9885,BG,F,K,I,FKI,40,187,2002
4/2/2002,148,211,213,S03W,C,C7.3,9801,A,H,S,X,HSX,10,243,2002
4/10/2002,842,846,848,N09E,C,C2.0,10139,BG,D,S,O,DSO,80,93,2002
4/10/2002,39,43,53,S19W,M,M1.0,10137,BG,D,S,I,DSI,0,93,2002
4/13/2002,1026,1030,1032,S28W,C,C3.6,9900,BG,D,A,O,DAO,30,223,2002
4/15/2002,305,355,506,S15W,M,M1.2,9906,BG,E,K,I,EKI,0,214,2002
4/20/2002,1538,1548,1601,N09E,C,C4.1,9912,B,D,A,O,DAO,10,158,2002
4/21/2002,43,151,238,S14W,X,X1.5,9906,BG,E,A,I,EAI,30,147,2002
4/23/2002,1541,1546,1549,N12E,C,C1.1,9915,B,D,A,O,DAO,90,177,2002
4/24/2002,1544,1605,1616,N09W,C,C4.8,9912,B,D,S,I,DSI,80,232,2002
4/26/2002,1322,1326,1330,N05W,B,B9.0,9914,B,D,A,O,DAO,50,156,2002
5/2/2002,2216,2233,2257,N17W,C,C3.0,9808,B,C,A,O,CAO,80,239,2002
5/7/2002,2025,2030,2041,S29W,C,C2.0,10021,B,D,A,O,DAO,70,142,2002
5/15/2002,800,813,825,S23E,M,M1.0,9948,B,E,K,O,EKO,80,115,2002
5/19/2002,1704,1711,1716,S22E,C,C2.2,9961,B,C,S,O,CSO,60,144,2002
5/22/2002,1539,1547,1555,S23E,C,C2.5,9961,BG,D,A,I,DAI,20,213,2002
5/26/2002,239,244,250,N15E,C,C1.1,9963,B,D,K,I,DKI,80,188,2002
5/28/2002,2245,2259,2331,S18E,C,C1.8,9973,B,D,A,O,DAO,20,185,2002
6/8/2002,133,144,202,S07W,C,C8.3,10057,BG,E,A,I,EAI,0,131,2002
6/11/2002,1940,1946,1956,N06E,C,C2.2,10187,B,B,X,O,BXO,10,211,2002
6/12/2002,850,856,901,N12W,C,C2.1,10214,B,D,S,O,DSO,60,137,2002
6/26/2002,1614,1626,1632,N22W,B,B4.4,10001,A,H,S,X,HSX,60,108,2002
6/30/2002,1946,1949,1952,S19W,C,C1.7,10017,B,D,A,O,DAO,80,105,2002
7/4/2002,220,236,246,N19E,C,C9.6,9899,A,H,S,X,HSX,20,214,2002
7/4/2002,1417,1429,1442,S18E,C,C4.4,9898,B,B,X,O,BXO,10,214,2002
7/11/2002,901,904,906,S10W,C,C2.8,10180,BG,F,K,C,FKC,20,223,2002
7/17/2002,545,551,556,N20W,C,C4.0,10030,BG,F,K,C,FKC,90,147,2002
7/18/2002,1757,1802,1808,S09E,C,C1.4,10035,B,D,A,O,DAO,50,149,2002
7/18/2002,322,337,340,N20W,M,M2.2,10030,BG,F,K,C,FKC,90,149,2002
7/22/2002,2156,2238,2341,S08W,C,C3.1,10035,B,E,A,O,EAO,50,147,2002
7/23/2002,840,906,912,S08W,C,C4.0,10035,B,E,A,O,EAO,90,196,2002
7/24/2002,317,321,324,S16E,C,C4.5,10039,BG,F,K,C,FKC,60,209,2002
7/26/2002,4,10,16,S20E,M,M4.9,10044,B,E,A,I,EAI,40,265,2002
7/29/2002,1702,1716,1720,S20W,C,C2.7,10044,BG,F,K,I,FKI,0,293,2002
7/31/2002,139,153,202,S13W,M,M1.2,10039,BG,F,K,C,FKC,40,239,2002
8/3/2002,1211,1217,1222,S10E,C,C1.9,9859,B,C,S,O,CSO,50,118,2002
8/8/2002,1108,1111,1113,S08W,C,C1.4,10057,B,D,A,I,DAI,50,115,2002
8/9/2002,1445,1457,1508,N12E,C,C4.0,10107,B,C,S,O,CSO,50,213,2002
8/10/2002,322,330,335,N10E,B,B8.3,10139,BG,E,K,I,EKI,80,157,2002
8/15/2002,601,605,609,N13E,M,M1.0,10066,BG,D,A,I,DAI,10,279,2002
8/17/2002,2,14,31,S07E,C,C4.1,10069,BG,E,K,C,EKC,50,281,2002
8/22/2002,147,157,205,S07W,M,M5.4,10069,BG,E,K,C,EKC,30,172,2002
8/22/2002,618,734,801,S21W,C,C5.6,10079,B,E,A,O,EAO,80,172,2002
8/22/2002,138,142,144,S18E,C,C3.3,10083,BG,D,A,O,DAO,0,172,2002
8/24/2002,1832,1842,1859,S18W,C,C6.0,10083,BG,E,A,O,EAO,60,149,2002
9/1/2002,1101,1113,1130,N13E,M,M1.6,9773,BG,D,A,C,DAC,60,196,2002
9/2/2002,928,936,944,S14E,C,C2.2,9821,B,D,R,O,DRO,40,174,2002
9/20/2002,826,835,839,S03W,C,C1.9,10115,BG,E,A,O,EAO,80,195,2002
9/26/2002,204,208,211,N20W,C,C2.9,10132,BD,D,K,I,DKI,60,154,2002
9/28/2002,519,523,526,S06W,C,C1.0,10125,B,D,A,O,DAO,70,137,2002
10/3/2002,501,505,508,S06E,C,C6.0,9866,BG,E,K,I,EKI,70,117,2002
10/9/2002,1432,1436,1438,N15W,C,C1.6,10103,BG,E,K,C,EKC,20,202,2002
10/9/2002,1332,1336,1339,N11E,C,C2.1,10107,B,D,A,O,DAO,0,202,2002
10/11/2002,1133,1136,1139,S18E,C,C5.1,10191,B,E,K,I,EKI,40,194,2002
10/14/2002,2317,2322,2331,N13E,C,C3.5,10149,B,D,S,O,DSO,30,177,2002
10/14/2002,931,945,959,S13E,C,C4.7,10159,A,H,S,X,HSX,10,177,2002
10/17/2002,2215,2221,2228,N23E,C,C2.2,10162,A,H,A,X,HAX,20,171,2002
10/19/2002,2111,2116,2121,S13W,C,C5.0,10154,B,E,A,O,EAO,30,186,2002
10/31/2002,1019,1030,1041,N15E,C,C9.5,10177,B,D,A,O,DAO,70,171,2002
11/4/2002,144,153,204,N20W,C,C9.9,9893,BG,E,K,I,EKI,30,235,2002
11/4/2002,1616,1626,1633,S15W,C,C9.2,9904,BG,D,A,I,DAI,40,235,2002
11/5/2002,1732,1738,1741,S17W,C,C3.7,9934,B,F,H,O,FHO,40,214,2002
11/8/2002,1330,1334,1341,N13E,C,C2.2,10066,B,D,A,O,DAO,60,149,2002
11/16/2002,1057,1102,1104,N13W,C,C5.4,10192,BG,E,K,O,EKO,80,137,2002
11/19/2002,1947,1952,1959,S19E,C,C1.7,10198,BG,F,K,C,FKC,70,114,2002
11/24/2002,1723,1809,1840,S19W,C,C1.8,10198,BG,F,K,I,FKI,10,103,2002
11/26/2002,1208,1212,1216,N25W,C,C1.0,10197,A,H,H,X,HHX,10,76,2002
11/28/2002,102,107,111,S17W,C,C3.7,10198,B,E,K,O,EKO,70,108,2002
12/2/2002,249,259,322,S13W,C,C5.2,9821,BG,E,K,I,EKI,0,174,2002
12/2/2002,2129,2136,2141,S25W,C,C5.0,9811,A,H,A,X,HAX,40,174,2002
12/4/2002,1731,1802,1817,N21W,M,M4.0,9901,BG,D,K,I,DKI,50,251,2002
12/5/2002,1446,1451,1500,S16W,C,C1.2,9934,BG,F,K,I,FKI,10,202,2002
12/9/2002,9,18,30,N10E,C,C4.1,10107,B,D,A,O,DAO,20,187,2002
12/16/2002,623,645,653,S27E,C,C2.9,10226,B,E,A,O,EAO,40,216,2002
12/16/2002,1107,1115,1126,N17E,M,M2.5,10225,BG,D,A,O,DAO,10,216,2002
12/19/2002,439,441,444,S09E,C,C1.3,10230,B,E,A,O,EAO,50,224,2002
12/19/2002,29,35,38,S27W,C,C2.7,10226,BG,F,K,C,FKC,50,224,2002
12/21/2002,339,349,356,N19W,C,C2.9,10229,BG,F,A,O,FAO,20,187,2002
12/23/2002,1520,1524,1526,S25W,C,C1.6,10231,B,D,A,O,DAO,70,126,2002
12/30/2002,1417,1420,1422,N18E,B,B2.5,10234,A,H,S,X,HSX,40,49,2002
1/1/2003,749,753,759,N19W,B,B3.3,10234,A,H,S,X,HSX,40,52,2003
1/2/2003,1932,1954,2010,S14E,C,C9.9,10276,B,D,S,O,DSO,60,66,2003
1/21/2003,550,557,602,N14E,C,C4.1,10260,B,D,A,I,DAI,90,114,2003
1/22/2003,435,444,450,N15W,M,M1.2,10260,B,D,A,O,DAO,80,144,2003
1/23/2003,425,434,441,S22E,C,C6.0,10266,B,D,A,O,DAO,70,117,2003
1/23/2003,212,219,225,S12W,C,C4.5,10263,B,D,A,O,DAO,20,117,2003
1/24/2003,312,327,340,S22E,M,M1.9,10266,BG,E,A,O,EAO,0,127,2003
2/4/2003,9,14,16,S12W,C,C1.8,10324,B,D,S,O,DSO,0,168,2003
2/5/2003,535,625,639,N14W,C,C2.0,10344,BG,D,K,O,DKO,70,137,2003
2/6/2003,812,837,852,S07W,M,M3.9,10365,A,A,X,X,AXX,40,58,2003
2/7/2003,133,138,142,N03E,B,B8.0,10400,A,H,S,X,HSX,50,149,2003
2/8/2003,703,709,723,S18E,B,B6.2,10424,B,D,A,I,DAI,0,89,2003
2/19/2003,322,327,332,N13E,B,B3.6,10288,A,H,A,X,HAX,40,54,2003
2/20/2003,1221,1225,1227,N18E,B,B5.9,10290,BG,D,A,O,DAO,90,72,2003
3/1/2003,2144,2200,2217,S22E,C,C4.7,10244,A,A,X,X,AXX,10,110,2003
3/7/2003,106,113,117,N03E,C,C1.2,10400,B,C,S,O,CSO,50,123,2003
3/8/2003,749,754,756,N04W,C,C1.5,10427,B,D,A,O,DAO,40,121,2003
3/19/2003,135,150,206,S15W,C,C1.5,10314,BG,E,K,I,EKI,0,64,2003
3/31/2003,1615,1622,1629,S07W,C,C1.6,10323,B,D,A,I,DAI,30,168,2003
4/10/2003,1542,1547,1549,S10E,M,M1.0,10471,BG,E,A,C,EAC,40,73,2003
4/13/2003,845,854,903,N07W,C,C2.7,10330,B,D,H,O,DHO,0,62,2003
4/20/2003,1918,1923,1928,N18W,C,C4.4,10339,B,C,S,O,CSO,20,73,2003
4/21/2003,1254,1307,1314,N18E,M,M2.8,10338,BG,F,S,I,FSI,70,95,2003
4/21/2003,1551,1559,1603,S13E,C,C2.3,10337,B,E,K,O,EKO,90,95,2003
5/1/2003,140,145,148,S08E,B,B8.7,10242,BG,D,A,I,DAI,0,114,2003
5/10/2003,30,37,43,S08E,C,C1.0,10471,BG,E,A,I,EAI,20,75,2003
5/20/2003,450,457,502,S26W,C,C1.0,10364,B,D,A,O,DAO,40,97,2003
5/27/2003,240,306,321,S07W,M,M1.4,10365,BG,D,A,I,DAI,50,91,2003
5/29/2003,19,22,26,S07W,B,B7.9,10365,GD,D,K,I,DKI,40,89,2003
5/30/2003,849,919,946,N08E,C,C4.9,10373,B,C,S,O,CSO,0,70,2003
5/31/2003,213,224,240,S07W,M,M9.3,10365,BG,D,K,C,DKC,50,67,2003
6/6/2003,1738,1744,1749,N17E,C,C2.5,10378,B,C,S,O,CSO,30,132,2003
6/7/2003,431,440,449,N12W,C,C4.4,10397,BG,F,K,C,FKC,30,97,2003
6/7/2003,6,32,40,N04E,M,M2.3,10400,BG,E,A,I,EAI,90,97,2003
6/17/2003,57,102,114,S07E,C,C1.5,10386,BG,D,A,I,DAI,50,86,2003
6/24/2003,450,457,504,N13E,C,C1.5,10391,B,D,A,O,DAO,10,104,2003
6/29/2003,1601,1616,1633,S04W,B,B8.5,10396,B,D,A,O,DAO,70,144,2003
7/20/2003,26,30,34,S11W,C,C1.8,10410,BG,D,K,C,DKC,0,248,2003
7/21/2003,2230,2233,2235,N15W,C,C2.0,10409,B,D,A,O,DAO,90,225,2003
7/21/2003,28,35,41,S11W,C,C3.2,10410,BG,E,K,C,EKC,30,225,2003
8/26/2003,1549,1559,1606,N08W,C,C4.6,10436,B,E,A,I,EAI,90,141,2003
8/27/2003,456,508,526,N08W,C,C1.9,10436,BG,E,A,I,EAI,80,143,2003
8/28/2003,411,417,428,N03E,B,B9.6,10445,B,D,A,O,DAO,90,151,2003
8/30/2003,432,514,616,S12W,C,C1.4,10442,B,D,S,O,DSO,90,117,2003
9/3/2003,202,206,209,N06E,B,B7.8,10306,B,D,H,O,DHO,90,147,2003
9/8/2003,1,5,9,S18W,B,B5.7,10424,BG,E,K,C,EKC,90,111,2003
9/13/2003,654,705,715,S07W,B,B8.8,10456,BG,D,A,I,DAI,40,48,2003
9/29/2003,1941,2004,2018,N04W,C,C3.8,10464,BG,F,K,I,FKI,20,119,2003
10/7/2003,2354,2357,2358,S10E,B,B8.8,10401,B,D,A,O,DAO,0,114,2003
10/7/2003,319,342,350,N06W,C,C2.9,10400,BG,E,A,I,EAI,80,114,2003
10/15/2003,2232,2236,2238,S14W,B,B7.8,10477,B,B,X,O,BXO,10,19,2003
10/16/2003,248,252,301,S13W,B,B6.6,10477,B,B,X,O,BXO,40,28,2003
10/19/2003,608,626,641,N06E,M,M1.9,10484,BG,D,K,C,DKC,60,61,2003
10/21/2003,249,253,300,N05E,C,C2.5,10484,BG,D,K,C,DKC,50,88,2003
10/22/2003,1506,1511,1513,N05E,M,M1.4,10484,BG,D,K,C,DKC,20,87,2003
10/25/2003,256,300,304,N03W,C,C2.6,10484,BG,D,K,C,DKC,60,132,2003
10/25/2003,417,446,528,S15E,M,M1.2,10486,BG,F,K,C,FKC,20,132,2003
10/26/2003,557,654,733,S15E,X,X1.2,10486,BG,F,K,C,FKC,80,133,2003
10/27/2003,1453,1457,1507,N09E,C,C5.7,10488,B,D,A,O,DAO,10,199,2003
10/28/2003,41,45,48,N08E,C,C5.3,10488,BG,D,K,C,DKC,80,247,2003
10/29/2003,1810,1813,1817,N08W,C,C7.8,10488,BG,D,K,C,DKC,0,250,2003
10/30/2003,156,207,229,N08W,M,M1.6,10488,BG,F,K,C,FKC,80,250,2003
11/1/2003,6,42,52,S08W,C,C2.5,10242,BG,D,A,I,DAI,90,196,2003
11/22/2003,522,525,528,N03W,C,C1.1,10501,BG,D,K,I,DKI,40,102,2003
12/17/2003,255,313,325,N08E,C,C8.6,10525,B,C,S,O,CSO,30,106,2003
12/19/2003,23,28,35,N09E,C,C2.5,10525,BG,D,A,I,DAI,0,110,2003
12/19/2003,805,818,830,N08E,C,C9.3,10528,B,D,A,O,DAO,0,110,2003
12/21/2003,617,621,624,N08E,B,B7.1,10525,BG,D,A,I,DAI,20,93,2003
12/25/2003,222,231,237,N09W,C,C5.3,10528,BG,F,K,I,FKI,60,68,2003
12/25/2003,253,301,306,N09W,C,C3.6,10525,B,D,R,O,DRO,40,68,2003
1/8/2004,432,436,443,N08W,B,B2.2,10654,B,E,A,O,EAO,80,39,2004
1/8/2004,156,159,202,S10E,B,B2.6,10655,B,E,A,O,EAO,0,39,2004
1/11/2004,34,38,40,N13W,B,B7.8,10691,BG,D,A,O,DAO,60,122,2004
1/17/2004,935,944,950,N05W,C,C1.2,10537,B,C,A,O,CAO,10,80,2004
1/22/2004,930,935,940,N08W,B,B5.7,10544,BG,D,S,O,DSO,50,80,2004
1/25/2004,2223,2241,2250,S16W,C,C6.3,10543,A,H,S,X,HSX,20,26,2004
1/31/2004,212,219,224,N13E,B,B2.7,10549,B,D,S,O,DSO,90,62,2004
2/23/2004,43,47,49,N15E,B,B4.5,10564,BG,E,A,O,EAO,20,90,2004
2/26/2004,59,107,115,N14W,C,C1.8,10564,BG,E,K,C,EKC,10,86,2004
2/27/2004,15,18,25,N14W,B,B5.1,10564,BG,D,K,C,DKC,80,109,2004
3/17/2004,150,156,201,N19W,B,B3.1,10572,A,H,R,X,HRX,20,73,2004
3/18/2004,126,133,139,N15E,C,C1.4,10578,A,H,A,X,HAX,60,82,2004
3/19/2004,411,416,424,S04E,C,C1.2,10574,BG,D,A,C,DAC,60,88,2004
3/23/2004,34,42,49,N16E,C,C1.3,10578,BG,E,A,O,EAO,70,93,2004
3/24/2004,413,416,420,N16E,B,B2.9,10578,BG,E,A,C,EAC,50,87,2004
3/25/2004,22,27,55,N16E,C,C1.1,10582,A,H,S,X,HSX,60,127,2004
3/25/2004,912,918,925,S04W,B,B6.6,10574,BG,E,A,O,EAO,30,127,2004
3/30/2004,151,156,158,N15E,C,C5.7,10582,BG,E,K,O,EKO,50,82,2004
4/2/2004,2225,2231,2236,N14E,B,B3.8,10549,B,E,A,I,EAI,80,98,2004
4/5/2004,1653,1702,1711,S12E,B,B2.3,10605,BG,C,S,O,CSO,30,58,2004
4/10/2004,39,45,49,S11E,B,B1.2,10676,B,B,X,O,BXO,30,42,2004
4/18/2004,1555,1559,1621,S08E,B,B9.1,10596,B,D,S,O,DSO,40,87,2004
5/2/2004,158,204,208,S04W,B,B2.6,10552,A,A,X,X,AXX,10,101,2004
5/3/2004,59,103,107,S12W,B,B9.6,10567,BG,E,A,C,EAC,80,53,2004
5/16/2004,1802,1808,1834,S05W,B,B4.5,10614,B,C,A,O,CAO,70,128,2004
5/26/2004,36,40,43,S09W,B,B5.7,10618,BG,F,A,I,FAI,40,76,2004
5/29/2004,49,56,102,S11W,B,B8.0,10618,G,E,A,C,EAC,50,54,2004
5/30/2004,29,35,41,S10W,B,B5.9,10618,G,F,A,C,FAC,20,61,2004
6/13/2004,238,242,247,N12E,B,B8.9,10634,B,B,X,O,BXO,30,43,2004
6/18/2004,235,238,241,S10E,B,B3.2,10635,BG,E,K,O,EKO,70,103,2004
6/21/2004,2347,2350,2353,N12W,B,B3.1,10634,BG,F,A,O,FAO,80,134,2004
6/22/2004,48,52,55,S12W,B,B4.4,10635,BG,F,A,I,FAI,60,117,2004
6/23/2004,255,301,310,S11W,C,C1.2,10635,BG,F,A,C,FAC,20,94,2004
6/24/2004,21,26,34,S11W,B,B5.3,10635,BG,F,A,C,FAC,50,80,2004
6/26/2004,653,718,729,S11W,C,C8.6,10635,BG,F,K,I,FKI,60,52,2004
6/30/2004,719,724,731,S07E,B,B2.2,10640,B,D,A,O,DAO,40,34,2004
7/8/2004,242,246,252,S13E,B,B4.6,10656,B,C,A,O,CAO,80,75,2004
7/14/2004,924,931,938,S10E,C,C1.3,10649,BG,F,A,C,FAC,30,148,2004
7/15/2004,1111,1116,1119,S15E,C,C2.5,10651,A,A,X,X,AXX,10,135,2004
7/15/2004,130,141,148,S10E,X,X1.8,10649,B,F,S,C,FSC,50,135,2004
7/18/2004,5,35,40,S10E,M,M2.0,10649,BG,E,A,I,EAI,20,153,2004
7/18/2004,1135,1139,1142,N08E,C,C1.6,10652,BG,F,K,C,FKC,90,153,2004
7/24/2004,110,114,116,S11W,C,C1.1,10649,A,H,S,X,HSX,90,113,2004
7/24/2004,601,606,610,N09W,M,M1.0,10652,BG,F,K,C,FKC,40,113,2004
7/29/2004,622,626,628,N04W,C,C1.1,10652,B,E,A,I,EAI,30,39,2004
7/30/2004,1121,1127,1132,N08W,B,B7.5,10654,BG,D,S,O,DSO,20,39,2004
8/3/2004,726,730,745,S15E,B,B3.3,10570,B,F,H,O,FHO,0,53,2004
8/7/2004,9,17,22,S06E,B,B7.1,10642,B,C,A,O,CAO,40,18,2004
8/11/2004,325,329,336,N08W,C,C7.9,10696,BG,E,A,C,EAC,50,92,2004
8/11/2004,1921,1926,1933,S09W,B,B9.0,10698,B,D,A,O,DAO,90,92,2004
8/11/2004,1638,1644,1648,S16W,C,C1.0,10693,B,F,A,O,FAO,10,92,2004
8/14/2004,410,414,417,S13W,M,M2.4,10656,BG,F,K,C,FKC,50,116,2004
8/15/2004,327,333,335,S13W,C,C6.9,10656,BG,F,H,C,FHC,0,104,2004
8/16/2004,258,305,314,S13W,C,C2.8,10656,BG,F,K,I,FKI,0,92,2004
8/18/2004,106,110,115,S15W,C,C6.1,10656,B,E,A,O,EAO,80,70,2004
8/22/2004,2215,2219,2221,S11E,B,B3.4,10664,B,D,A,O,DAO,10,113,2004
9/3/2004,422,435,439,S14E,C,C1.1,10570,BG,F,H,O,FHO,90,58,2004
9/10/2004,911,916,924,N15W,B,B3.1,10680,B,C,S,O,CSO,90,15,2004
9/11/2004,1659,1719,1732,N08W,M,M8.9,10696,BG,E,K,C,EKC,80,84,2004
9/18/2004,930,938,941,S13E,B,B4.8,10673,B,D,S,O,DSO,90,58,2004
9/19/2004,6,12,19,S13E,B,B5.0,10673,BG,E,S,I,ESI,10,60,2004
9/23/2004,1212,1235,1245,S13W,B,B4.7,10673,BG,D,S,O,DSO,50,18,2004
10/1/2004,116,121,123,S12W,C,C1.2,10536,BG,E,K,O,EKO,40,58,2004
10/9/2004,203,207,214,N03E,C,C1.0,10672,B,D,A,I,DAI,40,77,2004
10/20/2004,32,36,43,S13W,B,B7.2,10682,BG,E,S,I,ESI,20,102,2004
10/27/2004,1958,2004,2011,S13E,B,B9.1,10693,A,H,S,X,HSX,60,145,2004
10/27/2004,2057,2102,2107,N15E,C,C1.7,10691,BG,C,H,I,CHI,0,145,2004
10/28/2004,1802,1805,1808,N13W,B,B9.0,10687,BG,E,A,I,EAI,80,148,2004
10/28/2004,843,848,904,N15E,C,C1.0,10691,BG,C,S,O,CSO,30,148,2004
10/30/2004,39,49,53,N14W,C,C9.7,10691,BG,D,K,O,DKO,20,148,2004
11/8/2004,3,15,19,S13E,B,B7.0,10656,BG,E,K,C,EKC,30,107,2004
11/11/2004,229,235,243,N08W,B,B6.9,10696,BG,E,A,I,EAI,20,61,2004
11/17/2004,241,245,247,N06W,B,B6.3,10700,BG,E,A,I,EAI,30,66,2004
11/29/2004,130,143,152,S13E,C,C3.2,10707,BG,D,A,O,DAO,60,45,2004
12/23/2004,426,439,451,S08E,B,B8.2,10713,BG,F,A,C,FAC,30,29,2004
